#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Agresividad,Resistencia,Movilidad,Especialista ofensivo,Especialista defensivo,Balanceado
312,Minun,Electric,,405,60,40,50,75,85,95,3,False,0.2839506172839506,0.48148148148148145,0.2345679012345679,0.08641975308641975,0.08641975308641975,19.311050377094112
313,Volbeat,Bug,,400,65,73,55,47,75,85,3,False,0.3,0.4875,0.2125,0.065,0.05,12.723556455994876
314,Illumise,Bug,,400,65,47,55,73,75,85,3,False,0.3,0.4875,0.2125,0.065,0.05,12.723556455994876
315,Roselia,Grass,Poison,400,50,60,45,100,80,65,3,False,0.4,0.4375,0.1625,0.1,0.0875,18.633899812498246
316,Gulpin,Poison,,302,70,43,53,43,53,40,3,False,0.2847682119205298,0.5827814569536424,0.13245033112582782,0.0,0.0,10.126971687308874
317,Swalot,Poison,,467,100,73,83,73,83,55,3,False,0.31263383297644537,0.569593147751606,0.11777301927194861,0.0,0.0,13.618818679394414
318,Carvanha,Water,Dark,305,45,90,20,65,20,65,3,False,0.5081967213114754,0.2786885245901639,0.21311475409836064,0.08196721311475409,0.0,25.399584423546948
319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,False,0.4673913043478261,0.32608695652173914,0.20652173913043478,0.05434782608695652,0.0,29.674156357941428
319,SharpedoMega Sharpedo,Water,Dark,560,70,140,70,110,65,105,3,False,0.44642857142857145,0.36607142857142855,0.1875,0.05357142857142857,0.008928571428571428,27.335365778094545
320,Wailmer,Water,,400,130,70,35,70,35,60,3,False,0.35,0.5,0.15,0.0,0.0,31.84162195757133
321,Wailord,Water,,500,170,90,45,90,45,60,3,False,0.36,0.52,0.12,0.0,0.0,42.97932319409209
322,Numel,Fire,Ground,305,60,60,40,65,45,35,3,False,0.4098360655737705,0.47540983606557374,0.11475409836065574,0.01639344262295082,0.01639344262295082,11.334558757279535
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,False,0.44565217391304346,0.4673913043478261,0.08695652173913043,0.010869565217391304,0.010869565217391304,21.53807997220014
323,CameruptMega Camerupt,Fire,Ground,560,70,120,100,145,105,20,3,False,0.4732142857142857,0.49107142857142855,0.03571428571428571,0.044642857142857144,0.008928571428571428,39.75620147292188
324,Torkoal,Fire,,470,70,85,140,85,70,20,3,False,0.3617021276595745,0.5957446808510638,0.0425531914893617,0.0,0.14893617021276595,35.19785346990479
325,Spoink,Psychic,,330,60,25,35,70,80,60,3,False,0.2878787878787879,0.5303030303030303,0.18181818181818182,0.13636363636363635,0.13636363636363635,19.148542155126762
326,Grumpig,Psychic,,470,80,45,65,90,110,80,3,False,0.2872340425531915,0.5425531914893617,0.1702127659574468,0.09574468085106383,0.09574468085106383,20.138409955990955
327,Spinda,Normal,,360,60,60,60,60,60,60,3,False,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0
328,Trapinch,Ground,,290,45,100,45,45,45,10,3,False,0.5,0.46551724137931033,0.034482758620689655,0.1896551724137931,0.0,26.40496586292477
329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,False,0.35294117647058826,0.4411764705882353,0.20588235294117646,0.058823529411764705,0.0,9.428090415820632
330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False,0.34615384615384615,0.46153846153846156,0.19230769230769232,0.038461538461538464,0.0,9.428090415820634
331,Cacnea,Grass,,335,50,85,40,85,40,35,3,False,0.5074626865671642,0.3880597014925373,0.1044776119402985,0.0,0.0,21.09831483528694
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,False,0.4842105263157895,0.4,0.11578947368421053,0.0,0.0,25.72558173405522
333,Swablu,Normal,Flying,310,45,40,60,40,75,50,3,False,0.25806451612903225,0.5806451612903226,0.16129032258064516,0.0,0.04838709677419355,12.472191289246473
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,False,0.2857142857142857,0.5510204081632653,0.16326530612244897,0.0,0.030612244897959183,12.472191289246473
334,AltariaMega Altaria,Dragon,Fairy,590,75,110,110,110,105,80,3,False,0.3728813559322034,0.4915254237288136,0.13559322033898305,0.0,0.00847457627118644,14.907119849998598
335,Zangoose,Normal,,458,73,115,60,60,60,90,3,False,0.38209606986899564,0.42139737991266374,0.1965065502183406,0.12008733624454149,0.0,20.385179801894207
336,Seviper,Poison,,458,73,100,60,100,60,65,3,False,0.4366812227074236,0.42139737991266374,0.14192139737991266,0.0,0.0,17.288403306519918
337,Lunatone,Rock,Psychic,440,70,55,65,95,85,70,3,False,0.3409090909090909,0.5,0.1590909090909091,0.09090909090909091,0.045454545454545456,13.12334645668635
338,Solrock,Rock,Psychic,440,70,95,85,55,65,70,3,False,0.3409090909090909,0.5,0.1590909090909091,0.09090909090909091,0.045454545454545456,13.12334645668635
339,Barboach,Water,Ground,288,50,48,43,46,41,60,3,False,0.3263888888888889,0.4652777777777778,0.20833333333333334,0.006944444444444444,0.006944444444444444,6.137317546507322
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,3,False,0.32905982905982906,0.5427350427350427,0.1282051282051282,0.004273504273504274,0.004273504273504274,15.416441439796236
341,Corphish,Water,,308,43,80,65,50,35,35,3,False,0.42207792207792205,0.4642857142857143,0.11363636363636363,0.09740259740259741,0.09740259740259741,16.397831834998456
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,False,0.44871794871794873,0.4337606837606838,0.11752136752136752,0.0641025641025641,0.0641025641025641,23.2379000772445
343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,False,0.26666666666666666,0.55,0.18333333333333332,0.0,0.05,11.180339887498949
344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False,0.28,0.57,0.15,0.0,0.03,21.53807997220014
345,Lileep,Rock,Grass,355,66,41,77,61,87,23,3,False,0.28732394366197184,0.647887323943662,0.0647887323943662,0.056338028169014086,0.028169014084507043,21.52840500878368
346,Cradily,Rock,Grass,495,86,81,97,81,107,43,3,False,0.32727272727272727,0.5858585858585859,0.08686868686868687,0.0,0.020202020202020204,19.94784867264304
347,Anorith,Rock,Bug,355,45,95,50,40,50,75,3,False,0.38028169014084506,0.4084507042253521,0.2112676056338028,0.15492957746478872,0.0,19.454362549881253
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,False,0.3939393939393939,0.5151515151515151,0.09090909090909091,0.1111111111111111,0.04040404040404041,24.958298553119896
349,Feebas,Water,,200,20,15,20,10,55,80,3,False,0.125,0.475,0.4,0.025,0.175,25.440562537456245
350,Milotic,Water,,540,95,60,79,100,125,81,3,False,0.2962962962962963,0.5537037037037037,0.15,0.07407407407407407,0.08518518518518518,20.215505600075073
351,Castform,Normal,,420,70,70,70,70,70,70,3,False,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0
352,Kecleon,Normal,,440,60,90,70,60,120,40,3,False,0.3409090909090909,0.5681818181818182,0.09090909090909091,0.06818181818181818,0.11363636363636363,25.603819159562025
353,Shuppet,Ghost,,295,44,75,35,63,33,45,3,False,0.46779661016949153,0.37966101694915255,0.15254237288135594,0.04067796610169491,0.006779661016949152,15.082182276521598
354,Banette,Ghost,,455,64,115,65,83,63,65,3,False,0.4351648351648352,0.421978021978022,0.14285714285714285,0.07032967032967033,0.004395604395604396,18.818578290851008
354,BanetteMega Banette,Ghost,,555,64,165,75,93,83,75,3,False,0.4648648648648649,0.4,0.13513513513513514,0.12972972972972974,0.014414414414414415,33.59439437366498
355,Duskull,Ghost,,295,20,40,90,30,90,25,3,False,0.23728813559322035,0.6779661016949152,0.0847457627118644,0.03389830508474576,0.0,29.498116700713094
356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False,0.2857142857142857,0.6593406593406593,0.054945054945054944,0.02197802197802198,0.0,40.86733278413076
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,False,0.30434782608695654,0.5847826086956521,0.1108695652173913,0.008695652173913044,0.008695652173913044,15.2825245151302
358,Chimecho,Psychic,,425,65,50,70,95,80,65,3,False,0.3411764705882353,0.5058823529411764,0.15294117647058825,0.10588235294117647,0.023529411764705882,13.969212178533509
359,Absol,Dark,,465,65,130,60,75,60,75,3,False,0.44086021505376344,0.3978494623655914,0.16129032258064516,0.11827956989247312,0.0,24.281337140555777
359,AbsolMega Absol,Dark,,565,65,150,60,115,60,115,3,False,0.4690265486725664,0.3274336283185841,0.20353982300884957,0.061946902654867256,0.0,34.5707808544859
360,Wynaut,Psychic,,260,95,23,48,23,48,23,3,False,0.17692307692307693,0.7346153846153847,0.08846153846153847,0.0,0.0,25.668831077571273
361,Snorunt,Ice,,300,50,50,50,50,50,50,3,False,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0
362,Glalie,Ice,,480,80,80,80,80,80,80,3,False,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0
362,GlalieMega Glalie,Ice,,580,80,120,80,120,80,100,3,False,0.41379310344827586,0.41379310344827586,0.1724137931034483,0.0,0.0,17.950549357115012
363,Spheal,Ice,Water,290,70,40,50,55,50,25,3,False,0.3275862068965517,0.5862068965517241,0.08620689655172414,0.05172413793103448,0.0,13.743685418725535
364,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,False,0.32926829268292684,0.5609756097560976,0.10975609756097561,0.036585365853658534,0.0,13.743685418725535
365,Walrein,Ice,Water,530,110,80,90,95,90,65,3,False,0.330188679245283,0.5471698113207547,0.12264150943396226,0.02830188679245283,0.0,13.743685418725535
366,Clamperl,Water,,345,35,64,85,74,55,32,3,False,0.4,0.5072463768115942,0.0927536231884058,0.028985507246376812,0.08695652173913043,19.29378138157474
367,Huntail,Water,,485,55,104,105,94,75,52,3,False,0.40824742268041236,0.4845360824742268,0.10721649484536082,0.020618556701030927,0.061855670103092786,21.70573400944757
368,Gorebyss,Water,,485,55,84,105,114,75,52,3,False,0.40824742268041236,0.4845360824742268,0.10721649484536082,0.061855670103092786,0.061855670103092786,23.19063508305789
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,False,0.27835051546391754,0.6082474226804123,0.1134020618556701,0.09278350515463918,0.13402061855670103,29.071272570854017
370,Luvdisc,Water,,330,43,30,55,40,65,97,3,False,0.21212121212121213,0.49393939393939396,0.29393939393939394,0.030303030303030304,0.030303030303030304,21.82506204649447
371,Bagon,Dragon,,300,45,75,60,40,30,50,3,False,0.38333333333333336,0.45,0.16666666666666666,0.11666666666666667,0.1,14.433756729740644
372,Shelgon,Dragon,,420,65,95,100,60,50,50,3,False,0.36904761904761907,0.5119047619047619,0.11904761904761904,0.08333333333333333,0.11904761904761904,20.207259421636902
373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False,0.4083333333333333,0.425,0.16666666666666666,0.041666666666666664,0.0,18.929694486000912
373,SalamenceMega Salamence,Dragon,Flying,700,95,145,130,120,90,120,3,False,0.37857142857142856,0.45,0.17142857142857143,0.03571428571428571,0.05714285714285714,19.075871903765993
374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,False,0.3,0.6,0.1,0.06666666666666667,0.06666666666666667,17.07825127659933
375,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,False,0.30952380952380953,0.5714285714285714,0.11904761904761904,0.047619047619047616,0.047619047619047616,17.07825127659933
376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False,0.38333333333333336,0.5,0.11666666666666667,0.06666666666666667,0.06666666666666667,24.324199198877373
376,MetagrossMega Metagross,Steel,Psychic,700,80,145,150,105,110,110,3,False,0.35714285714285715,0.4857142857142857,0.15714285714285714,0.05714285714285714,0.05714285714285714,24.094720491334932
377,Regirock,Rock,,580,80,100,200,50,100,50,3,True,0.25862068965517243,0.6551724137931034,0.08620689655172414,0.08620689655172414,0.1724137931034483,50.55250296034367
378,Regice,Ice,,580,80,50,100,100,200,50,3,True,0.25862068965517243,0.6551724137931034,0.08620689655172414,0.08620689655172414,0.1724137931034483,50.552502960343666
379,Registeel,Steel,,580,80,75,150,75,150,50,3,True,0.25862068965517243,0.6551724137931034,0.08620689655172414,0.0,0.0,38.908725099762506
380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,True,0.31666666666666665,0.5,0.18333333333333332,0.05,0.06666666666666667,18.257418583505537
380,LatiasMega Latias,Dragon,Psychic,700,80,100,120,140,150,110,3,True,0.34285714285714286,0.5,0.15714285714285714,0.05714285714285714,0.04285714285714286,23.570226039551585
381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,True,0.36666666666666664,0.45,0.18333333333333332,0.06666666666666667,0.05,18.257418583505537
381,LatiosMega Latios,Dragon,Psychic,700,80,130,100,160,120,110,3,True,0.4142857142857143,0.42857142857142855,0.15714285714285714,0.04285714285714286,0.02857142857142857,24.94438257849294
382,Kyogre,Water,,670,100,100,90,150,140,90,3,True,0.373134328358209,0.4925373134328358,0.13432835820895522,0.07462686567164178,0.07462686567164178,24.094720491334932
382,KyogrePrimal Kyogre,Water,,770,100,150,90,180,160,90,3,True,0.42857142857142855,0.45454545454545453,0.11688311688311688,0.03896103896103896,0.09090909090909091,36.24760528488591
383,Groudon,Ground,,670,100,150,140,100,90,90,3,True,0.373134328358209,0.4925373134328358,0.13432835820895522,0.07462686567164178,0.07462686567164178,24.094720491334936
383,GroudonPrimal Groudon,Ground,Fire,770,100,180,160,150,90,90,3,True,0.42857142857142855,0.45454545454545453,0.11688311688311688,0.03896103896103896,0.09090909090909091,36.24760528488591
384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,True,0.4411764705882353,0.41911764705882354,0.13970588235294118,0.0,0.0,26.40496586292477
384,RayquazaMega Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,3,True,0.46153846153846156,0.391025641025641,0.14743589743589744,0.0,0.0,35.70714214271425
385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0
386,DeoxysNormal Forme,Psychic,,600,50,150,50,150,50,150,3,True,0.5,0.25,0.25,0.0,0.0,50.0
386,DeoxysAttack Forme,Psychic,,600,50,180,20,180,20,150,3,True,0.6,0.15,0.25,0.0,0.0,71.4142842854285
386,DeoxysDefense Forme,Psychic,,600,50,70,160,70,160,90,3,True,0.23333333333333334,0.6166666666666667,0.15,0.0,0.0,43.9696865275764
386,DeoxysSpeed Forme,Psychic,,600,50,95,90,95,90,180,3,True,0.31666666666666665,0.38333333333333336,0.3,0.0,0.0,39.05124837953327
387,Turtwig,Grass,,318,55,68,64,45,55,31,4,False,0.3553459119496855,0.5471698113207547,0.09748427672955975,0.07232704402515723,0.02830188679245283,12.26104943849968
388,Grotle,Grass,,405,75,89,85,55,65,36,4,False,0.35555555555555557,0.5555555555555556,0.08888888888888889,0.08395061728395062,0.04938271604938271,18.1636083052533
389,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,False,0.3504761904761905,0.5428571428571428,0.10666666666666667,0.06476190476190476,0.0380952380952381,18.1636083052533
390,Chimchar,Fire,,309,44,58,44,58,44,61,4,False,0.37540453074433655,0.42718446601941745,0.19741100323624594,0.0,0.0,7.566372975210778
391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,False,0.3851851851851852,0.4148148148148148,0.2,0.0,0.0,12.216791722870616
392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,False,0.3895131086142322,0.40823970037453183,0.20224719101123595,0.0,0.0,16.47219880080778
393,Piplup,Water,,314,53,51,53,61,56,40,4,False,0.35668789808917195,0.5159235668789809,0.12738853503184713,0.03184713375796178,0.009554140127388535,6.368324391514267
394,Prinplup,Water,,405,64,66,68,81,76,50,4,False,0.362962962962963,0.5135802469135803,0.12345679012345678,0.037037037037037035,0.019753086419753086,9.793705461502642
395,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,False,0.37169811320754714,0.5150943396226415,0.11320754716981132,0.04716981132075472,0.024528301886792454,15.818414023606229
396,Starly,Normal,Flying,245,40,55,30,30,30,60,4,False,0.3469387755102041,0.40816326530612246,0.24489795918367346,0.10204081632653061,0.0,12.38839062276542
397,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,False,0.3382352941176471,0.4264705882352941,0.23529411764705882,0.10294117647058823,0.029411764705882353,15.723301886761007
398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,False,0.35051546391752575,0.44329896907216493,0.20618556701030927,0.14432989690721648,0.020618556701030927,23.877581303157335
399,Bidoof,Normal,,250,59,45,40,35,40,31,4,False,0.32,0.556,0.124,0.04,0.0,8.900686615212459
400,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,False,0.34146341463414637,0.4853658536585366,0.17317073170731706,0.07317073170731707,0.0,10.9188929027728
401,Kricketot,Bug,,194,37,25,41,25,41,25,4,False,0.25773195876288657,0.6134020618556701,0.12886597938144329,0.0,0.0,7.4535599249993
402,Kricketune,Bug,,384,77,85,51,55,51,65,4,False,0.3645833333333333,0.4661458333333333,0.16927083333333334,0.078125,0.0,13.102162671355696
403,Shinx,Electric,,263,45,65,34,40,34,45,4,False,0.39923954372623577,0.4296577946768061,0.17110266159695817,0.09505703422053231,0.0,10.478814606412099
404,Luxio,Electric,,363,60,85,49,60,49,60,4,False,0.39944903581267216,0.43526170798898073,0.1652892561983471,0.06887052341597796,0.0,12.010412149464313
405,Luxray,Electric,,523,80,120,79,95,79,70,4,False,0.4110898661567878,0.45506692160611856,0.1338432122370937,0.04780114722753346,0.0,16.425758903489225
406,Budew,Grass,Poison,280,40,30,35,50,70,55,4,False,0.2857142857142857,0.5178571428571429,0.19642857142857142,0.07142857142857142,0.125,13.43709624716425
407,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,False,0.3786407766990291,0.44660194174757284,0.17475728155339806,0.10679611650485436,0.07766990291262135,23.348209543536502
408,Cranidos,Rock,,350,67,125,40,30,30,58,4,False,0.44285714285714284,0.3914285714285714,0.1657142857142857,0.2714285714285714,0.02857142857142857,32.81598526463725
409,Rampardos,Rock,,495,97,165,60,65,50,58,4,False,0.46464646464646464,0.41818181818181815,0.11717171717171718,0.20202020202020202,0.020202020202020204,39.76074278313556
410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,False,0.24,0.6742857142857143,0.08571428571428572,0.0,0.08571428571428572,33.11428023610895
411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,False,0.2,0.7393939393939394,0.06060606060606061,0.010101010101010102,0.06060606060606061,51.38660655592402
412,Burmy,Bug,,224,40,29,45,29,45,36,4,False,0.25892857142857145,0.5803571428571429,0.16071428571428573,0.0,0.0,6.649979114420001
413,WormadamPlant Cloak,Bug,Grass,424,60,59,85,79,105,36,4,False,0.32547169811320753,0.589622641509434,0.08490566037735849,0.04716981132075472,0.04716981132075472,22.00504992546534
413,WormadamSandy Cloak,Bug,Ground,424,60,79,105,59,85,36,4,False,0.32547169811320753,0.589622641509434,0.08490566037735849,0.04716981132075472,0.04716981132075472,22.00504992546534
413,WormadamTrash Cloak,Bug,Steel,424,60,69,95,69,95,36,4,False,0.32547169811320753,0.589622641509434,0.08490566037735849,0.0,0.0,20.434176165325468
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,False,0.44339622641509435,0.4009433962264151,0.15566037735849056,0.0,0.0,18.09849594733097
415,Combee,Bug,Flying,244,30,30,42,30,42,70,4,False,0.2459016393442623,0.4672131147540984,0.28688524590163933,0.0,0.0,14.173527750312866
416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,False,0.33755274261603374,0.5780590717299579,0.08438818565400844,0.0,0.0,21.06339637063944
417,Pachirisu,Electric,,405,60,45,70,45,90,95,4,False,0.2222222222222222,0.5432098765432098,0.2345679012345679,0.0,0.04938271604938271,19.737865470545017
418,Buizel,Water,,330,55,65,35,60,30,85,4,False,0.3787878787878788,0.36363636363636365,0.25757575757575757,0.015151515151515152,0.015151515151515152,18.484227510682363
419,Floatzel,Water,,495,85,105,55,85,50,115,4,False,0.3838383838383838,0.3838383838383838,0.23232323232323232,0.04040404040404041,0.010101010101010102,23.760962382305422
420,Cherubi,Grass,,275,45,35,45,62,53,35,4,False,0.3527272727272727,0.52,0.12727272727272726,0.09818181818181818,0.02909090909090909,9.564111156935715
421,Cherrim,Grass,,450,70,60,70,87,78,85,4,False,0.32666666666666666,0.48444444444444446,0.18888888888888888,0.06,0.017777777777777778,9.38083151964686
422,Shellos,Water,,325,76,48,48,57,62,34,4,False,0.3230769230769231,0.5723076923076923,0.10461538461538461,0.027692307692307693,0.043076923076923075,13.094740250276912
423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,False,0.3684210526315789,0.5494736842105263,0.08210526315789474,0.018947368421052633,0.029473684210526315,22.131551133066917
424,Ambipom,Normal,,482,75,100,66,60,66,115,4,False,0.33195020746887965,0.42946058091286304,0.23858921161825727,0.08298755186721991,0.0,20.17148702720969
425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,False,0.3160919540229885,0.4827586206896552,0.20114942528735633,0.028735632183908046,0.028735632183908046,18.29389697868299
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,False,0.3413654618473896,0.4979919678714859,0.1606425702811245,0.020080321285140562,0.020080321285140562,33.95585369269929
427,Buneary,Normal,,350,55,66,44,44,56,85,4,False,0.3142857142857143,0.44285714285714284,0.24285714285714285,0.06285714285714286,0.03428571428571429,14.12641340027806
428,Lopunny,Normal,,480,65,76,84,54,96,105,4,False,0.2708333333333333,0.5104166666666666,0.21875,0.04583333333333333,0.025,17.3877351409933
428,LopunnyMega Lopunny,Normal,Fighting,580,65,136,94,54,96,135,4,False,0.3275862068965517,0.4396551724137931,0.23275862068965517,0.1413793103448276,0.0034482758620689655,31.21787237393919
429,Mismagius,Ghost,,495,60,60,60,105,105,105,4,False,0.3333333333333333,0.45454545454545453,0.21212121212121213,0.09090909090909091,0.09090909090909091,22.5
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,False,0.45544554455445546,0.403960396039604,0.1405940594059406,0.039603960396039604,0.0,27.673192001566346
431,Glameow,Normal,,310,49,55,42,42,37,85,4,False,0.31290322580645163,0.4129032258064516,0.27419354838709675,0.041935483870967745,0.016129032258064516,15.97567595509568
432,Purugly,Normal,,452,71,82,64,64,59,112,4,False,0.3230088495575221,0.42920353982300885,0.24778761061946902,0.03982300884955752,0.011061946902654867,17.94126218773052
433,Chingling,Psychic,,285,45,30,50,65,50,45,4,False,0.3333333333333333,0.5087719298245614,0.15789473684210525,0.12280701754385964,0.0,10.307764064044152
434,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,False,0.3161094224924012,0.45896656534954405,0.22492401215805471,0.0668693009118541,0.0182370820668693,12.548793656054043
435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,False,0.34237995824634654,0.4822546972860125,0.17536534446764093,0.04592901878914405,0.012526096033402923,14.85952743378993
436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,False,0.16,0.7633333333333333,0.07666666666666666,0.0,0.0,28.053520278211074
437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,False,0.336,0.598,0.066,0.02,0.0,28.82514334550461
438,Bonsly,Rock,,290,50,80,95,10,45,10,4,False,0.3103448275862069,0.6551724137931034,0.034482758620689655,0.2413793103448276,0.1724137931034483,31.97221015541813
439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,False,0.3064516129032258,0.5,0.1935483870967742,0.14516129032258066,0.14516129032258066,24.608038433722335
440,Happiny,Normal,,220,100,5,5,15,65,30,4,False,0.09090909090909091,0.7727272727272727,0.13636363636363635,0.045454545454545456,0.2727272727272727,34.96029493900505
441,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,False,0.3819951338199513,0.39659367396593675,0.22141119221411193,0.06569343065693431,0.0072992700729927005,19.922767545365446
442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,False,0.37938144329896906,0.5484536082474227,0.07216494845360824,0.0,0.0,28.215933245045946
443,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,False,0.36666666666666664,0.49333333333333335,0.14,0.1,0.0,10.63014581273465
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,False,0.34146341463414637,0.4585365853658537,0.2,0.0975609756097561,0.024390243902439025,14.03171011989946
445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,False,0.35,0.48,0.17,0.08333333333333333,0.016666666666666666,16.421530582338136
445,GarchompMega Garchomp,Dragon,Ground,700,108,170,115,120,95,92,4,False,0.4142857142857143,0.4542857142857143,0.13142857142857142,0.07142857142857142,0.02857142857142857,25.856441277862572
446,Munchlax,Normal,,390,135,85,40,40,85,5,4,False,0.32051282051282054,0.6666666666666666,0.01282051282051282,0.11538461538461539,0.11538461538461539,41.93248541803041
447,Riolu,Fighting,,285,40,70,40,35,40,60,4,False,0.3684210526315789,0.42105263157894735,0.21052631578947367,0.12280701754385964,0.0,12.829003598617211
448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,False,0.42857142857142855,0.4,0.17142857142857143,0.009523809523809525,0.0,19.094065395649334
448,LucarioMega Lucario,Fighting,Steel,625,70,145,88,140,70,112,4,False,0.456,0.3648,0.1792,0.008,0.0288,30.57459003086641
449,Hippopotas,Ground,,330,68,72,78,38,42,32,4,False,0.3333333333333333,0.5696969696969697,0.09696969696969697,0.10303030303030303,0.10909090909090909,18.138357147217054
450,Hippowdon,Ground,,525,108,112,118,68,72,47,4,False,0.34285714285714286,0.5676190476190476,0.08952380952380952,0.0838095238095238,0.08761904761904762,26.493709945318468
451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,False,0.24242424242424243,0.5606060606060606,0.19696969696969696,0.06060606060606061,0.10606060606060606,19.148542155126762
452,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,False,0.3,0.51,0.19,0.06,0.07,16.749792701868152
453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,False,0.4066666666666667,0.4266666666666667,0.16666666666666666,0.0,0.0,8.621678104251709
454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,False,0.39183673469387753,0.4346938775510204,0.17346938775510204,0.04081632653061224,0.0,14.019827229875393
455,Carnivine,Grass,,454,74,100,72,90,72,46,4,False,0.4185022026431718,0.4801762114537445,0.1013215859030837,0.022026431718061675,0.0,16.868774571839996
456,Finneon,Water,,330,49,49,56,49,61,66,4,False,0.296969696969697,0.503030303030303,0.2,0.0,0.015151515151515152,6.658328118479393
457,Lumineon,Water,,460,69,69,76,69,86,91,4,False,0.3,0.5021739130434782,0.19782608695652174,0.0,0.021739130434782608,8.844332774281067
458,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,False,0.2318840579710145,0.6231884057971014,0.14492753623188406,0.11594202898550725,0.2028985507246377,30.516389039334257
459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,False,0.3712574850299401,0.5089820359281437,0.11976047904191617,0.0,0.029940119760479042,8.117197107923948
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,False,0.3724696356275304,0.5060728744939271,0.1214574898785425,0.0,0.020242914979757085,11.585431464655178
460,AbomasnowMega Abomasnow,Grass,Ice,594,90,132,105,132,105,30,4,False,0.4444444444444444,0.5050505050505051,0.050505050505050504,0.0,0.0,34.38022687534217
461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,False,0.3235294117647059,0.43137254901960786,0.24509803921568626,0.14705882352941177,0.0392156862745098,29.011491975882016
462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,False,0.37383177570093457,0.514018691588785,0.11214953271028037,0.11214953271028037,0.04672897196261682,25.563102750296615
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,False,0.32038834951456313,0.5825242718446602,0.0970873786407767,0.009708737864077669,0.0,18.577914008006626
